x,y,pressure,fingerarea,velocityx,velocityy,accelx,accely,accelz,gyrox,gyroy,gyroz,timestamp
0.0,0.7906337027705621,0.9743590564102564,0.4285714324081633,0.3697764119285093,0.5334463836071716,0.45206131261934057,0.6238498641495112,0.43145039873465657,,,,123386521
0.0,0.7906337027705621,0.9487179487179487,0.14285721575510404,0.36977976426059467,0.5334484537160037,0.45206131261934057,0.6238498641495112,0.43145039873465657,,,,123386555
0.018676872472657816,0.6704468716688793,1.0,1.0,0.6116918186431523,0.2667138762808885,0.6352528482373773,1.0,1.0,,,,123386572
0.03725143170188085,0.5273233277503311,0.9487179487179487,0.5714286078775521,0.6809464497691334,0.14995130542164412,0.6352528482373773,1.0,1.0,,,,123386588
0.057518577192608104,0.38115460864313205,0.9230769230769231,0.14285721575510404,0.7093796589672725,0.10034278601371484,0.6352528482373773,1.0,1.0,,,,123386605
0.07989596570678809,0.2569215066292206,0.9487179487179487,0.14285721575510404,0.702257494852082,0.14844237716479947,0.6352528482373773,1.0,1.0,,,,123386622
0.09421861102361166,0.190968434851575,0.9743590564102564,0.7142856490612226,0.6287635748723948,0.285231907223491,0.6352528482373773,1.0,1.0,,,,123386638
0.1068167961219396,0.13634264584688519,0.9487179487179487,0.5714286078775521,0.5438664914631217,0.4439461203326257,0.6352528482373773,1.0,1.0,,,,123386655
0.11378218388265669,0.11461783307175273,1.0,0.2857142569387748,0.462468439182795,0.5271784236878906,0.6352528482373773,1.0,1.0,,,,123386672
0.11967017433687421,0.10502594204633035,0.9743590564102564,0.2857142569387748,0.3944050505779046,0.5719218258880667,0.6352528482373773,1.0,1.0,,,,123386688
0.12636429529703003,0.10975807886853363,1.0,0.5714286078775521,0.3868370375242364,0.5885973528102727,0.6352528482373773,1.0,1.0,,,,123386705
0.14510349106888848,0.18435831339182568,1.0,0.14285721575510404,0.48066468060552997,0.6550221682573767,0.6352528482373773,1.0,1.0,,,,123386722
0.16210746286612063,0.32405916287214753,1.0,0.4285714324081633,0.5936626455586242,0.7914097436551284,0.6352528482373773,1.0,1.0,,,,123386739
0.17154304631854356,0.48165655173867816,1.0,0.7142856490612226,0.5995579573616727,0.9306760184352822,0.6352528482373773,1.0,1.0,,,,123386755
0.17675563985565632,0.6341762198838793,0.9743590564102564,1.0,0.518169164921279,1.0,0.6352528482373773,1.0,1.0,,,,123386772
0.18131883929294787,0.7377472121679264,0.9487179487179487,0.2857142569387748,0.4145908927415209,0.9285874990817439,0.6352528482373773,1.0,1.0,,,,123386789
0.18372714338690221,0.7761563232303939,1.0,1.0,0.34632110324580334,0.7352756868904015,0.6352528482373773,1.0,1.0,,,,123386805
0.18594230425253272,0.7920551979278605,0.9743590564102564,1.0,0.3635072623265589,0.5253430993639927,0.6352528482373773,1.0,1.0,,,,123386822
0.18945117363075456,0.7977921821021894,0.9743590564102564,1.0,0.37893403593594444,0.43706675760166663,0.6352528482373773,1.0,1.0,,,,123386839
0.19982802453272994,0.7951398117240563,0.9743590564102564,1.0,0.4333448718547577,0.4460309441815744,0.6352528482373773,1.0,1.0,,,,123386856
0.22598596653709385,0.753499308274108,0.9487179487179487,0.14285721575510404,0.5836481727935549,0.4484334936981284,0.6352528482373773,1.0,1.0,,,,123386872
0.2673206176151171,0.6027762671357959,0.9487179487179487,1.0,0.8058097435871491,0.337005542719556,0.6352528482373773,1.0,1.0,,,,123386889
0.30655191850282476,0.41416047544605616,0.9230769230769231,0.7142856490612226,1.0,0.12651728837646364,0.6352528482373773,1.0,1.0,,,,123386906
0.33735496809942134,0.2423200753054167,0.8461539282051282,0.4285714324081633,0.9817432901752627,0.0,0.6352528482373773,1.0,1.0,,,,123386922
0.361709693150927,0.10387236277565941,0.8205128205128205,0.14285721575510404,0.8144238949992981,0.04855352412583859,0.6352528482373773,1.0,1.0,,,,123386939
0.3762638599548987,0.0558267752179199,0.8461539282051282,0.4285714324081633,0.5849268807976217,0.2716727828729745,0.6352528482373773,1.0,1.0,,,,123386956
0.3913023957847519,0.005431241950276279,0.6410256410256411,0.7142856490612226,0.4546598614883257,0.47917443896894457,0.6352528482373773,1.0,1.0,,,,123386973
0.3927204630947785,0.0,0.358974358974359,0.4285714324081633,0.4155472918380335,0.5407611392843685,0.6352528482373773,1.0,1.0,,,,123386979
0.3927204630947785,0.0,0.358974358974359,0.4285714324081633,0.4155472918380335,0.5407611392843685,0.6352528482373773,1.0,1.0,,,,123386986
0.4358765777069083,0.5785125939999987,0.5897435897435899,0.2857142569387748,0.3697764119285093,0.5334463836071716,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387349
0.4358765777069083,0.5785125939999987,0.8974358974358976,0.4285714324081633,0.36977100706759924,0.5334446668740024,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387374
0.4358765777069083,0.5785125939999987,0.8717948717948718,0.4285714324081633,0.36978331079429066,0.5334482763790463,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387390
0.4358765777069083,0.5785125939999987,0.8974358974358976,0.4285714324081633,0.36976480896961983,0.5334429725104792,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387401
0.4358765777069083,0.5785125939999987,0.8974358974358976,0.2857142569387748,0.3697724944001206,0.5334452052456382,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387424
0.4261291043475646,0.5849123762195116,0.9230769230769231,0.14285721575510404,0.3366978457753068,0.5372062634482235,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387440
0.3966176479264588,0.6124676848359172,0.9487179487179487,0.7142856490612226,0.09790808508745721,0.5714953273743888,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387457
0.38428969354521436,0.6368517201371917,0.9487179487179487,0.5714286078775521,0.0,0.6050332311944846,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387474
0.372299617498126,0.6877294461914146,0.9487179487179487,0.14285721575510404,0.07556191167807004,0.6348953810875063,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387491
0.36725681214094125,0.7344591112795038,0.9487179487179487,0.14285721575510404,0.24795750521792564,0.6596661345176611,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387507
0.3673898769175999,0.7683574005988962,0.9743590564102564,0.5714286078775521,0.4230561101589151,0.6480817913200756,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387524
0.37021708970770506,0.7870898090266042,0.9743590564102564,0.7142856490612226,0.44442282017543805,0.6124571161091463,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387541
0.373829711334192,0.7957798209512021,0.9743590564102564,0.7142856490612226,0.4706414627629127,0.5541103962582106,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387557
0.38279528702894,0.8073208535358012,1.0,0.7142856490612226,0.4999167967495726,0.5246680326582158,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387574
0.3954666311328407,0.8099176936103875,0.9743590564102564,1.0,0.5315179772085571,0.5235649278279468,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387591
0.41053147197099193,0.7972793561833347,0.9230769230769231,0.8571428245306114,0.5800644941380035,0.5134033988575539,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387608
0.4215045169642121,0.7728877556145755,0.9230769230769231,0.2857142569387748,0.581768681197595,0.487460121036877,0.0660701828235467,0.45079975162684394,0.5952435687832975,,,,123387624
