x,y,pressure,fingerarea,velocityx,velocityy,accelx,accely,accelz,gyrox,gyroy,gyroz,timestamp
0.007312935224949493,0.8610352019903292,0.8214285714285714,0.4285714324081633,0.40172525102769724,0.5012607965920748,0.5070740084562647,0.5811467702065258,1.0,,,,8099993
0.007312935224949493,0.8610352019903292,0.7142857142857143,0.7142856490612226,0.40172083699070016,0.5012589959358612,0.5070740084562647,0.5811467702065258,1.0,,,,8100023
0.0,0.7844834795655343,0.6428571428571428,0.14285721575510404,0.28768142731990026,0.31551748206114744,0.5070740084562647,0.5811467702065258,1.0,,,,8100040
0.003185580888314746,0.6618290606641527,0.7142857142857143,0.5714286078775521,0.3666096603544713,0.2114360322312043,0.5070740084562647,0.5811467702065258,1.0,,,,8100057
0.0026917123471014745,0.48187827486023305,0.6785714285714286,0.14285721575510404,0.4082169671136868,0.10287352619503165,0.5070740084562647,0.5811467702065258,1.0,,,,8100074
0.005838436739871776,0.3279760093751022,0.7142857142857143,0.2857142569387748,0.43459188624570383,0.05398711065054932,0.5070740084562647,0.5811467702065258,1.0,,,,8100090
0.013566534377679287,0.20144515755010461,0.7499999999999999,0.4285714324081633,0.48881364647213416,0.09718219714074655,0.5070740084562647,0.5811467702065258,1.0,,,,8100107
0.023052376352470656,0.1073990240023704,0.7142857142857143,0.0,0.5398526517959431,0.21692540204172722,0.5070740084562647,0.5811467702065258,1.0,,,,8100124
0.027130803160969698,0.06559468053170017,0.7857144,0.4285714324081633,0.5343947806455961,0.3768037441237043,0.5214341903611954,1.0,0.005647332457311795,,,,8100140
0.02853758209870079,0.05796083429774181,0.7142857142857143,0.5714286078775521,0.48955625716018597,0.5151355783110201,0.5214341903611954,1.0,0.005647332457311795,,,,8100157
0.031940070373085966,0.05568845210132168,1.0,0.4285714324081633,0.42444803895141175,0.5790687092639915,0.5214341903611954,1.0,0.005647332457311795,,,,8100174
